path,filename,dataset,duration,sample_rate,gender,age,emotion,zcr_mean,zcr_var,spec_centroid,spec_skew,spec_flatness,spec_peak,spec_entropy,spec_prec,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6
data/cremad/AudioWAV/1001_ITH_HAP_XX.wav,1001_ITH_HAP_XX.wav,CREMA-D,2.469125,16000,male,51,happy,0.085734578,0.002505211,1630.669181,3.419486571,0.339667467,18.60606472,0.906209275,0.405001772,67.29938409,2.834364294,-1.062900019,2.780543238,3.089255982,-1.244052735,418.6122412,8.39792517,33.15339913,25.74995853,27.93249219,22.21005896
data/cremad/AudioWAV/1001_ITH_NEU_XX.wav,1001_ITH_NEU_XX.wav,CREMA-D,2.602625,16000,male,51,neutral,0.08357446,0.002319023,1589.822774,3.629582249,0.349872554,20.26362802,0.905239178,0.384227463,62.49632919,2.710397359,-0.750810247,4.315457583,2.560943953,-0.433965037,220.402751,8.593757323,24.88552013,23.02323227,27.16229279,20.73282105
data/cremad/AudioWAV/1001_ITH_SAD_XX.wav,1001_ITH_SAD_XX.wav,CREMA-D,2.369,16000,male,51,sad,0.088524071,0.004462057,1870.706227,4.827525171,0.438154912,47.37707747,0.922365957,0.422119038,58.44851365,2.066496454,0.029552205,4.268776735,4.16550547,-0.309925392,155.3787003,10.52141567,24.26512314,11.06921461,15.11834233,21.39079763
data/cremad/AudioWAV/1001_ITS_ANG_XX.wav,1001_ITS_ANG_XX.wav,CREMA-D,2.56925,16000,male,51,angry,0.142749023,0.024406742,2526.229843,4.807770375,0.557305955,33.98193148,0.933564304,0.389218644,68.36231036,0.454896748,2.299043781,4.964996006,2.313051231,-1.69141529,325.9840213,31.56943625,30.47750934,43.88804183,39.26649634,33.28870609
data/cremad/AudioWAV/1001_ITS_DIS_XX.wav,1001_ITS_DIS_XX.wav,CREMA-D,2.2021875,16000,male,51,disgust,0.140940947,0.026083489,3090.07091,5.162902143,0.63748666,42.68557938,0.951373038,0.454093941,64.0317144,0.303882971,2.005582508,4.247707236,3.261639441,-1.31857857,201.5590154,38.55595046,27.93642523,32.20434339,21.22314413,27.76645585
data/cremad/AudioWAV/1001_ITS_FEA_XX.wav,1001_ITS_FEA_XX.wav,CREMA-D,2.1354375,16000,male,51,fear,0.127604167,0.015400148,2327.852332,5.912481563,0.511504869,53.87299337,0.925923766,0.468288114,69.92502798,0.777801313,0.698029405,3.418016093,2.72769874,-2.274232567,397.0065835,26.51126015,23.29926831,30.61059353,49.42031567,36.38227552
data/cremad/AudioWAV/1001_ITS_HAP_XX.wav,1001_ITS_HAP_XX.wav,CREMA-D,2.2021875,16000,male,51,happy,0.129164752,0.013419866,2281.733395,5.716747984,0.537051243,53.96287448,0.927840323,0.454093941,70.13048282,0.569079932,0.241632323,3.992963894,2.301472222,-1.947651033,374.2261019,22.90384913,22.78039213,43.63400293,30.66108845,29.95858378
data/cremad/AudioWAV/1001_ITS_NEU_XX.wav,1001_ITS_NEU_XX.wav,CREMA-D,2.43575,16000,male,51,neutral,0.119140625,0.016614685,2664.084563,5.01156687,0.579769578,40.29608762,0.944405188,0.410551165,62.31871274,0.767902947,2.00088287,5.771407494,3.595107741,0.050671534,224.3502166,29.13278349,26.48479497,33.08728312,24.3086728,23.16641433
data/cremad/AudioWAV/1001_ITS_SAD_XX.wav,1001_ITS_SAD_XX.wav,CREMA-D,2.6693125,16000,male,51,sad,0.111822289,0.017079874,3057.590587,4.771692044,0.588620296,36.00872183,0.947498217,0.374628298,57.57283201,1.125343489,1.479718566,4.562848812,4.312284077,0.57421204,113.6047754,26.47645843,18.52640939,21.93230448,22.87322002,21.6224277
data/cremad/AudioWAV/1001_IWL_ANG_XX.wav,1001_IWL_ANG_XX.wav,CREMA-D,3.1698125,16000,male,51,angry,0.092388731,0.003461679,1540.914336,10.44211473,0.341896598,182.8972117,0.889104947,0.315476073,72.12754625,3.35908857,-0.584172932,2.412731824,-3.016325599,-0.482409369,345.6135707,13.99510274,34.70747724,33.29721201,123.9908517,24.43908339
data/cremad/AudioWAV/1001_IWL_DIS_XX.wav,1001_IWL_DIS_XX.wav,CREMA-D,2.56925,16000,male,51,disgust,0.070263672,0.00153254,1527.167514,4.941422554,0.353204965,42.26646008,0.901459581,0.389218644,60.53325951,3.41462472,0.831231657,2.829252346,-0.140439859,0.113469646,209.5208345,6.322847437,20.82434592,16.55953766,78.12700639,18.60731975
data/cremad/AudioWAV/1001_IWL_FEA_XX.wav,1001_IWL_FEA_XX.wav,CREMA-D,2.369,16000,male,51,fear,0.083957981,0.004120552,1590.049858,5.014697833,0.342922416,37.99325745,0.896389533,0.422119038,66.65419526,2.845990694,0.098959572,1.732863734,0.467823216,-0.371223348,452.7733717,13.08605656,21.79281521,25.70344138,61.98923934,18.82016096
data/cremad/AudioWAV/1001_IWL_HAP_XX.wav,1001_IWL_HAP_XX.wav,CREMA-D,2.102125,16000,male,51,happy,0.080348558,0.002531037,1398.363484,5.582097654,0.293563838,46.66224202,0.880563695,0.475709104,68.40436559,3.331747354,-1.156755938,2.481094116,-0.245474665,-1.575104436,342.2944205,12.74627411,18.04645848,39.93064018,62.56783881,25.51173051
data/cremad/AudioWAV/1001_IWL_NEU_XX.wav,1001_IWL_NEU_XX.wav,CREMA-D,2.8361875,16000,male,51,neutral,0.073708274,0.001332381,1544.544536,5.812605858,0.31195712,60.99651028,0.899642799,0.352585998,64.04465151,3.629852578,-0.163982014,3.466096295,-0.929457239,-0.301225704,294.2214443,7.298117911,18.61380017,21.13100081,90.35323051,16.40648529
data/cremad/AudioWAV/1001_IWL_SAD_XX.wav,1001_IWL_SAD_XX.wav,CREMA-D,2.8361875,16000,male,51,sad,0.066827947,0.001518552,1418.225662,4.477192587,0.333612547,29.18976462,0.893518322,0.352585998,57.03045356,3.975003349,1.524596393,3.206584276,1.62948363,-0.039695479,144.1495084,11.22688926,17.07767202,15.06407247,43.56270524,19.53501299
data/cremad/AudioWAV/1001_IWW_ANG_XX.wav,1001_IWW_ANG_XX.wav,CREMA-D,2.2755625,16000,male,51,angry,0.108714789,0.010692372,2293.802771,5.93816781,0.484616998,54.40342543,0.928526731,0.439451784,63.23865393,1.644561831,0.668790586,3.571342938,1.149203467,-0.826700308,328.2323719,20.47297884,22.99339571,13.32203127,52.38115802,19.33858435
data/cremad/AudioWAV/1001_IWW_DIS_XX.wav,1001_IWW_DIS_XX.wav,CREMA-D,2.06875,16000,male,51,disgust,0.100799561,0.010768541,2738.469874,7.117650348,0.506264896,77.16615392,0.936200541,0.483383686,60.81257033,2.376719636,1.294530672,2.641724448,1.782378527,0.4489556,175.7856675,27.6500598,22.60543871,13.14786514,38.3590822,20.8774364
data/cremad/AudioWAV/1001_IWW_FEA_XX.wav,1001_IWW_FEA_XX.wav,CREMA-D,2.2021875,16000,male,51,fear,0.114889706,0.01345927,2603.780023,5.55112062,0.585752843,48.58018841,0.938375174,0.454093941,64.25875476,1.215587778,1.000413732,3.820983094,2.057929946,0.511460342,313.701604,26.4841492,20.16801123,17.81964229,38.58459611,15.75426493
data/cremad/AudioWAV/1001_IWW_HAP_XX.wav,1001_IWW_HAP_XX.wav,CREMA-D,1.968625,16000,male,51,happy,0.10690958,0.012409071,2263.604828,4.33540596,0.490701686,27.64977735,0.927467153,0.50796876,64.70197664,1.913858607,0.111384515,3.222418641,2.104710917,-0.155119751,280.9046153,21.55916836,24.66262971,14.87224612,48.88218375,21.65538646
data/cremad/AudioWAV/1001_IWW_NEU_XX.wav,1001_IWW_NEU_XX.wav,CREMA-D,2.2689375,16000,male,51,neutral,0.091601563,0.008191885,1977.824744,7.017025688,0.449943445,74.73082046,0.910053861,0.440734925,60.92492725,2.92897973,1.60206027,2.523700806,0.645824754,1.309980286,182.3231315,21.7224041,22.90103301,11.31526377,48.01922994,13.82379782
data/cremad/AudioWAV/1001_IWW_SAD_XX.wav,1001_IWW_SAD_XX.wav,CREMA-D,2.035375,16000,male,51,sad,0.103546627,0.017908711,3056.85534,4.860702277,0.640708171,37.00061808,0.946404269,0.491309955,57.32083951,1.995780398,2.454022735,3.07987448,2.087622732,1.330911705,133.6007283,28.11765286,18.89732852,7.166498438,23.83651169,19.5846939
data/cremad/AudioWAV/1001_MTI_ANG_XX.wav,1001_MTI_ANG_XX.wav,CREMA-D,3.003,16000,male,51,angry,0.08734459,0.006083975,1517.929792,5.791587142,0.327481546,51.05625746,0.890543392,0.333000333,67.32482933,2.858948867,2.294746198,6.164618493,-1.647646974,-2.151659421,306.0836063,21.6599043,30.86481223,59.26988761,100.0650743,25.23520027
data/cremad/AudioWAV/1001_MTI_DIS_XX.wav,1001_MTI_DIS_XX.wav,CREMA-D,2.93625,16000,male,51,disgust,0.073252919,0.003835922,1503.003497,5.476432338,0.328815255,44.1410373,0.888406225,0.340570456,61.63929966,3.526042668,2.636438554,5.095907688,-0.321311829,-0.611225783,202.9752801,15.95291993,24.77631529,28.84810625,78.27727603,22.81624417
data/cremad/AudioWAV/1001_MTI_FEA_XX.wav,1001_MTI_FEA_XX.wav,CREMA-D,2.369,16000,male,51,fear,0.078283361,0.003007001,1407.663052,6.443284567,0.307145156,64.00462268,0.873197546,0.422119038,68.26998707,3.175793383,1.191869105,5.652868553,-0.357362675,-1.803002036,346.9313741,19.7215913,21.10860687,30.74662282,98.32309555,20.0605166
data/cremad/AudioWAV/1001_MTI_HAP_XX.wav,1001_MTI_HAP_XX.wav,CREMA-D,2.369,16000,male,51,happy,0.085462416,0.003735457,1420.220489,5.487707956,0.284991565,46.81567334,0.881014703,0.422119038,68.41485789,2.710469055,1.522000169,4.616163974,-0.977559702,-2.234300772,344.6887132,18.67001281,30.88140743,47.98913771,90.36646833,24.81213093
data/cremad/AudioWAV/1001_MTI_NEU_XX.wav,1001_MTI_NEU_XX.wav,CREMA-D,2.3023125,16000,male,51,neutral,0.076694542,0.002848157,1380.582847,5.969076445,0.297001749,47.60768053,0.871905433,0.434345902,63.79321923,3.402320953,1.763946378,5.560987386,-1.261008019,-1.721554951,227.5824045,16.19156419,18.70079369,43.0069948,100.5508659,36.75272261
data/cremad/AudioWAV/1001_MTI_SAD_XX.wav,1001_MTI_SAD_XX.wav,CREMA-D,2.3023125,16000,male,51,sad,0.075621699,0.004167849,1315.911054,5.342968518,0.305064358,39.91049345,0.874345238,0.434345902,59.49084513,3.679929453,2.029128129,4.667931143,0.671251366,-1.288271416,156.8423592,17.61164786,19.98464755,28.59632112,58.99200928,27.62821221
data/cremad/AudioWAV/1001_TAI_ANG_XX.wav,1001_TAI_ANG_XX.wav,CREMA-D,2.3356875,16000,male,51,angry,0.117513021,0.013440629,2027.968056,6.385140838,0.468953188,67.00917615,0.918091054,0.428139466,68.89080031,1.517221225,2.562139678,5.188089854,-0.781501083,-1.420128546,364.4092342,26.0817101,28.79031863,32.43869969,85.31783172,26.50725801
data/cremad/AudioWAV/1001_TAI_DIS_XX.wav,1001_TAI_DIS_XX.wav,CREMA-D,2.7360625,16000,male,51,disgust,0.118887868,0.016021437,2340.176424,6.760986889,0.550089065,70.86808555,0.931752131,0.365488727,63.44766376,1.99437795,2.771447039,4.408612658,0.398058632,-2.079846204,206.6712678,30.88569636,27.76745361,31.2956033,64.43071275,34.39943252
data/cremad/AudioWAV/1001_TAI_FEA_XX.wav,1001_TAI_FEA_XX.wav,CREMA-D,2.402375,16000,male,51,fear,0.10703125,0.013985608,2279.688115,5.947280765,0.497012773,50.75148065,0.918584377,0.416254748,66.75530795,1.854949536,2.428474373,4.200537447,0.350951714,-0.580912072,427.6129897,19.47378865,27.10284981,21.84074702,99.26638115,23.18357601
data/cremad/AudioWAV/1001_TAI_HAP_XX.wav,1001_TAI_HAP_XX.wav,CREMA-D,2.5025,16000,male,51,happy,0.099534255,0.010360861,2028.244008,5.634138248,0.490119537,49.05536677,0.919155073,0.3996004,63.72091154,1.720786469,2.535698638,4.82773609,-0.056296141,0.702031678,329.2845442,18.23396915,24.03739342,15.68126077,96.42518536,16.40114972
data/cremad/AudioWAV/1001_TAI_NEU_XX.wav,1001_TAI_NEU_XX.wav,CREMA-D,2.56925,16000,male,51,neutral,0.09909668,0.007336266,1982.34965,6.669774362,0.50663977,68.77995313,0.914469902,0.389218644,60.36413491,1.920133989,2.989917434,5.373410171,1.101043359,-0.509478539,168.9859608,24.79973576,27.13331335,31.52146397,62.82753138,25.22311704
data/cremad/AudioWAV/1001_TAI_SAD_XX.wav,1001_TAI_SAD_XX.wav,CREMA-D,2.8028125,16000,male,51,sad,0.08512931,0.006796597,1809.113757,5.222495874,0.446840207,39.67209061,0.911271739,0.35678448,56.22054596,2.357352017,3.00068411,4.801610474,2.467887481,-0.105530624,114.1690722,19.81735428,18.31514126,20.6004602,33.45400802,22.75249976
data/cremad/AudioWAV/1001_TIE_ANG_XX.wav,1001_TIE_ANG_XX.wav,CREMA-D,3.103125,16000,male,51,angry,0.12105306,0.011976943,1882.142336,4.720400284,0.423368639,36.31490532,0.917621176,0.322255791,64.75224445,1.435971333,-0.768960431,6.062195128,2.003848235,-1.927286747,210.7365955,25.33799494,50.20566408,44.01580394,39.0982689,20.67513852
data/cremad/AudioWAV/1001_TIE_DIS_XX.wav,1001_TIE_DIS_XX.wav,CREMA-D,2.2021875,16000,male,51,disgust,0.115205653,0.015136433,1813.654884,4.918196235,0.389942461,35.81969681,0.905282327,0.454093941,66.18873718,3.096802441,-1.972838655,4.258120293,4.172244251,-1.096545666,228.7240554,33.99340985,46.85829497,35.04362814,23.58631813,22.97353928
data/cremad/AudioWAV/1001_TIE_FEA_XX.wav,1001_TIE_FEA_XX.wav,CREMA-D,2.2355625,16000,male,51,fear,0.106629303,0.009111889,1894.449622,4.295900157,0.404884331,30.13747639,0.91493362,0.447314714,65.5659902,1.865147065,-0.961004263,4.368841918,4.212487744,-1.886980068,294.2814519,22.02634754,36.35287924,28.18426805,15.70797827,24.99159385
data/cremad/AudioWAV/1001_TIE_HAP_XX.wav,1001_TIE_HAP_XX.wav,CREMA-D,2.3023125,16000,male,51,happy,0.10799956,0.009528939,1818.517199,5.574618443,0.420614087,51.57665972,0.909010011,0.434345902,67.4333602,2.411478999,-2.084805937,4.778815044,3.841648058,-2.949075264,317.19678,24.40425116,45.65365062,33.70534048,27.61410267,35.35228839
data/cremad/AudioWAV/1001_TIE_NEU_XX.wav,1001_TIE_NEU_XX.wav,CREMA-D,2.535875,16000,male,51,neutral,0.083860759,0.005027609,1794.677295,4.906658532,0.400509019,39.79933408,0.910743097,0.394341204,59.34778325,2.761148366,-0.154213159,5.221767942,3.143337343,0.76762804,211.2081254,15.1291642,43.09931413,17.38862508,22.1761653,13.24261444
data/cremad/AudioWAV/1001_TIE_SAD_XX.wav,1001_TIE_SAD_XX.wav,CREMA-D,3.036375,16000,male,51,sad,0.093355219,0.006814902,2063.127085,3.787339652,0.482344449,22.16233914,0.927964214,0.329340085,56.2710425,1.616223746,0.796551522,4.979381896,4.59572579,-0.520423493,132.4547341,13.85430741,26.11697546,12.71950417,10.68141417,15.05843171
data/cremad/AudioWAV/1001_TSI_ANG_XX.wav,1001_TSI_ANG_XX.wav,CREMA-D,2.5025,16000,male,51,angry,0.209660457,0.053136734,3244.681049,6.47460681,0.620330457,78.35365612,0.953162724,0.3996004,70.71424873,-2.233938695,2.193136029,3.955977194,1.635647245,0.759503868,430.3639188,43.51414367,27.00120451,31.76837757,30.36149859,21.20768786
